Zone Name,Residential Low Rise,Residential High Rise,Commercial Low Rise,Commercial High Rise,Industrial,Engineering
Ad Daqahliyah,50000,50000,50000,50000,50000,50000
Al Bahr al Ahmar,50000,50000,50000,50000,50000,50000
Al Buhayrah,50000,50000,50000,50000,50000,50000
Al Fayyum,50000,50000,50000,50000,50000,50000
Al Gharbiyah,50000,50000,50000,50000,50000,50000
Al Iskandariyah,50000,50000,50000,50000,50000,50000
Al Isma`iliyah,50000,50000,50000,50000,50000,50000
Al Jizah,50000,50000,50000,50000,50000,50000
Al Minufiyah,50000,50000,50000,50000,50000,50000
Al Minya,50000,50000,50000,50000,50000,50000
Al Qahirah,50000,50000,50000,50000,50000,50000
Al Qalyubiyah,50000,50000,50000,50000,50000,50000
Al Uqsur,50000,50000,50000,50000,50000,50000
Al Wadi al Jadid,50000,50000,50000,50000,50000,50000
As Suways,50000,50000,50000,50000,50000,50000
Ash Sharqiyah,50000,50000,50000,50000,50000,50000
Aswan,50000,50000,50000,50000,50000,50000
Asyut,50000,50000,50000,50000,50000,50000
Bani Suwayf,50000,50000,50000,50000,50000,50000
Bur Sa`id,50000,50000,50000,50000,50000,50000
Dumyat,50000,50000,50000,50000,50000,50000
Janub Sina',50000,50000,50000,50000,50000,50000
Kafr ash Shaykh,50000,50000,50000,50000,50000,50000
Matrouh,50000,50000,50000,50000,50000,50000
Qina,50000,50000,50000,50000,50000,50000
Shamal Sina',50000,50000,50000,50000,50000,50000
Suhaj,50000,50000,50000,50000,50000,50000
