Zone Name,Residential Low Rise,Residential High Rise,Commercial Low Rise,Commercial High Rise,Industrial,Engineering
Bubanza,50000,50000,50000,50000,50000,50000
Bujumbura Mairie,50000,50000,50000,50000,50000,50000
Bujumbura Rural,50000,50000,50000,50000,50000,50000
Bururi,50000,50000,50000,50000,50000,50000
Cankuzo,50000,50000,50000,50000,50000,50000
Cibitoke,50000,50000,50000,50000,50000,50000
Gitega,50000,50000,50000,50000,50000,50000
Karuzi,50000,50000,50000,50000,50000,50000
Kayanza,50000,50000,50000,50000,50000,50000
Kirundo,50000,50000,50000,50000,50000,50000
Makamba,50000,50000,50000,50000,50000,50000
Muramvya,50000,50000,50000,50000,50000,50000
Muyinga,50000,50000,50000,50000,50000,50000
Mwaro,50000,50000,50000,50000,50000,50000
Ngozi,50000,50000,50000,50000,50000,50000
Rutana,50000,50000,50000,50000,50000,50000
Ruyigi,50000,50000,50000,50000,50000,50000
