Zone Name,Residential Low Rise,Residential High Rise,Commercial Low Rise,Commercial High Rise,Industrial,Engineering
Bubanza,51256,1000000,5000,5000,1000000,0
Bujumbura Mairie,1000000,1000000,5000,5000,1000000,0
Bujumbura Rural,1000000,5445547,5000,5000,1000000,0
Bururi,1000000,1000000,5000,5000,1000000,0
Cankuzo,1000000,1000000,6585,12589,1000000,0
Cibitoke,1000000,1000000,5000,5000,7891217,0
Gitega,1000000,1000000,5000,5000,1000000,0
Karuzi,1000000,46589745,5000,5000,1000000,0
Kayanza,1000000,1000000,5000,5000,1000000,0
Kirundo,1000000,1000000,5000,5000,1000000,0
Makamba,1000000,1000000,5000,5000,1000000,0
Muramvya,1000000,1000000,5000,5000,1000000,0
Muyinga,1000000,1000000,5000,5000,1000000,0
Mwaro,1000000,1000000,5000,5000,1000000,0
Ngozi,1000000,1000000,5000,5000,1000000,0
Rutana,1000000,1000000,5000,5000,1000000,0
Ruyigi,1000000,1000000,5000,5000,1000000,0
