Zone Name,Residential Low Rise,Residential High Rise,Commercial Low Rise,Commercial High Rise,Industrial,Engineering
Adrar,10,10,10,10,10,10
Aïn Defla,10,10,10,10,10,10
Aïn Témouchent,10,10,10,10,10,10
Alger,10,10,10,10,10,10
Annaba,10,10,10,10,10,10
Batna,10,10,10,10,10,10
Béchar,10,10,10,10,10,10
Béjaïa,10,10,10,10,10,10
Biskra,10,10,10,10,10,10
Blida,10,10,10,10,10,10
Bordj Bou Arréridj,10,10,10,10,10,10
Bouira,10,10,10,10,10,10
Boumerdès,10,10,10,10,10,10
Chlef,10,10,10,10,10,10
Constantine,10,10,10,10,10,10
Djelfa,10,10,10,10,10,10
El Bayadh,10,10,10,10,10,10
El Oued,10,10,10,10,10,10
El Tarf,10,10,10,10,10,10
Ghardaïa,10,10,10,10,10,10
Guelma,10,10,10,10,10,10
Illizi,10,10,10,10,10,10
Jijel,10,10,10,10,10,10
Khenchela,10,10,10,10,10,10
Laghouat,10,10,10,10,10,10
M'Sila,10,10,10,10,10,10
Mascara,10,10,10,10,10,10
Médéa,10,10,10,10,10,10
Mila,10,10,10,10,10,10
Mostaganem,10,10,10,10,10,10
Naâma,10,10,10,10,10,10
Oran,10,10,10,10,10,10
Ouargla,10,10,10,10,10,10
Oum el Bouaghi,10,10,10,10,10,10
Relizane,10,10,10,10,10,10
Saïda,10,10,10,10,10,10
Sétif,10,10,10,10,10,10
Sidi Bel Abbès,10,10,10,10,10,10
Skikda,10,10,10,10,10,10
Souk Ahras,10,10,10,10,10,10
Tamanghasset,10,10,10,10,10,10
Tébessa,10,10,10,10,10,10
Tiaret,10,10,10,10,10,10
Tindouf,10,10,10,10,10,10
Tipaza,10,10,10,10,10,10
Tissemsilt,10,10,10,10,10,10
Tizi Ouzou,10,10,10,10,10,10
Tlemcen,10,10,10,10,10,10
