Zone Name,Residential Low Rise,Residential High Rise,Commercial Low Rise,Commercial High Rise,Industrial,Engineering
Adrar,500000,500000,500000,500000,500000,500000
Aïn Defla,500000,500000,500000,500000,500000,500000
Aïn Témouchent,500000,500000,500000,500000,500000,500000
Alger,500000,500000,500000,500000,500000,500000
Annaba,500000,500000,500000,500000,500000,500000
Batna,500000,500000,500000,500000,500000,500000
Béchar,500000,500000,500000,500000,500000,500000
Béjaïa,500000,500000,500000,500000,500000,500000
Biskra,500000,500000,500000,500000,500000,500000
Blida,500000,500000,500000,500000,500000,500000
Bordj Bou Arréridj,500000,500000,500000,500000,500000,500000
Bouira,500000,500000,500000,500000,500000,500000
Boumerdès,500000,500000,500000,500000,500000,500000
Chlef,500000,500000,500000,500000,500000,500000
Constantine,500000,500000,500000,500000,500000,500000
Djelfa,500000,500000,500000,500000,500000,500000
El Bayadh,500000,500000,500000,500000,500000,500000
El Oued,500000,500000,500000,500000,500000,500000
El Tarf,500000,500000,500000,500000,500000,500000
Ghardaïa,500000,500000,500000,500000,500000,500000
Guelma,500000,500000,500000,500000,500000,500000
Illizi,500000,500000,500000,500000,500000,500000
Jijel,500000,500000,500000,500000,500000,500000
Khenchela,500000,500000,500000,500000,500000,500000
Laghouat,500000,500000,500000,500000,500000,500000
M'Sila,500000,500000,500000,500000,500000,500000
Mascara,500000,500000,500000,500000,500000,500000
Médéa,500000,500000,500000,500000,500000,500000
Mila,500000,500000,500000,500000,500000,500000
Mostaganem,500000,500000,500000,500000,500000,500000
Naâma,500000,500000,500000,500000,500000,500000
Oran,500000,500000,500000,500000,500000,500000
Ouargla,500000,500000,500000,500000,500000,500000
Oum el Bouaghi,500000,500000,500000,500000,500000,500000
Relizane,500000,500000,500000,500000,500000,500000
Saïda,500000,500000,500000,500000,500000,500000
Sétif,500000,500000,500000,500000,500000,500000
Sidi Bel Abbès,500000,500000,500000,500000,500000,500000
Skikda,500000,500000,500000,500000,500000,500000
Souk Ahras,500000,500000,500000,500000,500000,500000
Tamanghasset,500000,500000,500000,500000,500000,500000
Tébessa,500000,500000,500000,500000,500000,500000
Tiaret,500000,500000,500000,500000,500000,500000
Tindouf,500000,500000,500000,500000,500000,500000
Tipaza,500000,500000,500000,500000,500000,500000
Tissemsilt,500000,500000,500000,500000,500000,500000
Tizi Ouzou,500000,500000,500000,500000,500000,500000
Tlemcen,500000,500000,500000,500000,500000,500000
