Zone Name,Residential Low Rise,Residential High Rise,Commercial Low Rise,Commercial High Rise,Industrial,Engineering
Dakar,500000,500000,500000,500000,500000,500000
Diourbel,500000,500000,500000,500000,500000,500000
Fatick,500000,500000,500000,500000,500000,500000
Kaffrine,500000,500000,500000,500000,500000,500000
Kaolack,500000,500000,500000,500000,500000,500000
Kédougou,500000,500000,500000,500000,500000,500000
Kolda,500000,500000,500000,500000,500000,500000
Louga,500000,500000,500000,500000,500000,500000
Matam,500000,500000,500000,500000,500000,500000
Saint-Louis,500000,500000,500000,500000,500000,500000
Sédhiou,500000,500000,500000,500000,500000,500000
Tambacounda,500000,500000,500000,500000,500000,500000
Thiès,500000,500000,500000,500000,500000,500000
Ziguinchor,500000,500000,500000,500000,500000,500000
