Zone Name,Residential Low Rise,Residential High Rise,Commercial Low Rise,Commercial High Rise,Industrial,Engineering
Adamaoua,500000,500000,500000,500000,500000,500000
Centre,500000,500000,500000,500000,500000,500000
Est,500000,500000,500000,500000,500000,500000
Extrême-Nord,500000,500000,500000,500000,500000,500000
Littoral,500000,500000,500000,500000,500000,500000
Nord-Ouest,500000,500000,500000,500000,500000,500000
Nord,500000,500000,500000,500000,500000,500000
Ouest,500000,500000,500000,500000,500000,500000
Sud-Ouest,500000,500000,500000,500000,500000,500000
Sud,500000,500000,500000,500000,500000,500000
