Zone Name,Residential Low Rise,Residential High Rise,Commercial Low Rise,Commercial High Rise,Industrial,Engineering
!Karas,500000,500000,500000,500000,500000,500000
Erongo,500000,500000,500000,500000,500000,500000
Hardap,500000,500000,500000,500000,500000,500000
Kavango,500000,500000,500000,500000,500000,500000
Khomas,500000,500000,500000,500000,500000,500000
Kunene,500000,500000,500000,500000,500000,500000
Ohangwena,500000,500000,500000,500000,500000,500000
Omaheke,500000,500000,500000,500000,500000,500000
Omusati,500000,500000,500000,500000,500000,500000
Oshana,500000,500000,500000,500000,500000,500000
Oshikoto,500000,500000,500000,500000,500000,500000
Otjozondjupa,500000,500000,500000,500000,500000,500000
Zambezi,500000,500000,500000,500000,500000,500000
