Zone Name,Residential Low Rise,Residential High Rise,Commercial Low Rise,Commercial High Rise,Industrial,Engineering
Bulawayo,3000000,3000000,3000000,3000000,3000000,3000000
Harare,3000000,3000000,3000000,3000000,3000000,3000000
Manicaland,3000000,3000000,3000000,3000000,3000000,3000000
Mashonaland Central,3000000,3000000,3000000,3000000,3000000,3000000
Mashonaland East,3000000,3000000,3000000,3000000,3000000,3000000
Mashonaland West,3000000,3000000,3000000,3000000,3000000,3000000
Masvingo,3000000,3000000,3000000,3000000,3000000,3000000
Matabeleland North,3000000,3000000,3000000,3000000,3000000,3000000
Matabeleland South,3000000,3000000,3000000,3000000,3000000,3000000
Midlands,3000000,3000000,3000000,3000000,3000000,3000000
