Zone Name,Residential Low Rise,Residential High Rise,Commercial Low Rise,Commercial High Rise,Industrial,Engineering
Eastern Cape,150000,150000,5000,150000,150000,5000
Free State,150000,150000,5000,150000,150000,5000
Gauteng,150000,150000,5000,150000,150000,5000
KwaZulu-Natal,150000,150000,5000,150000,150000,5000
Limpopo,150000,150000,5000,150000,150000,5000
Mpumalanga,150000,150000,5000,150000,150000,5000
North West,150000,150000,5000,150000,150000,5000
Northern Cape,150000,150000,5000,150000,150000,5000
Western Cape,150000,150000,5000,150000,150000,5000
Western Cape (isolated islands),150000,150000,5000,150000,150000,5000
