Zone Name,Residential Low Rise,Residential High Rise,Commercial Low Rise,Commercial High Rise,Industrial,Engineering
Eastern Cape,500000,500000,500000,500000,500000,500000
Free State,500000,500000,500000,500000,500000,500000
Gauteng,500000,500000,500000,500000,500000,500000
KwaZulu-Natal,500000,500000,500000,500000,500000,500000
Limpopo,500000,500000,500000,500000,500000,500000
Mpumalanga,500000,500000,500000,500000,500000,500000
North West,500000,500000,500000,500000,500000,500000
Northern Cape,500000,500000,500000,500000,500000,500000
Western Cape,500000,500000,500000,500000,500000,500000
Western Cape (isolated islands),500000,500000,500000,500000,500000,500000
