Zone Name,Residential Low Rise,Residential High Rise,Commercial Low Rise,Commercial High Rise,Industrial,Engineering
Ariana,500000,500000,500000,500000,500000,500000
Béja,500000,500000,500000,500000,500000,500000
Ben Arous (Tunis Sud),500000,500000,500000,500000,500000,500000
Bizerte,500000,500000,500000,500000,500000,500000
Gabès,500000,500000,500000,500000,500000,500000
Gafsa,500000,500000,500000,500000,500000,500000
Jendouba,500000,500000,500000,500000,500000,500000
Kairouan,500000,500000,500000,500000,500000,500000
Kassérine,500000,500000,500000,500000,500000,500000
Kebili,500000,500000,500000,500000,500000,500000
Le Kef,500000,500000,500000,500000,500000,500000
Mahdia,500000,500000,500000,500000,500000,500000
Manubah,500000,500000,500000,500000,500000,500000
Médenine,500000,500000,500000,500000,500000,500000
Monastir,500000,500000,500000,500000,500000,500000
Nabeul,500000,500000,500000,500000,500000,500000
Sfax,500000,500000,500000,500000,500000,500000
Sidi Bou Zid,500000,500000,500000,500000,500000,500000
Siliana,500000,500000,500000,500000,500000,500000
Sousse,500000,500000,500000,500000,500000,500000
Tataouine,500000,500000,500000,500000,500000,500000
Tozeur,500000,500000,500000,500000,500000,500000
Tunis,500000,500000,500000,500000,500000,500000
Zaghouan,500000,500000,500000,500000,500000,500000
