Zone Name,Residential Low Rise,Residential High Rise,Commercial Low Rise,Commercial High Rise,Industrial,Engineering
Badakhshan,10,10,10,10,10,10
Badghis,10,10,10,10,10,10
Baghlan,10,10,10,10,10,10
Balkh,10,10,10,10,10,10
Bamyan,10,10,10,10,10,10
Daykundi,10,10,10,10,10,10
Farah,10,10,10,10,10,10
Faryab,10,10,10,10,10,10
Ghazni,10,10,10,10,10,10
Ghor,10,10,10,10,10,10
Hilmand,10,10,10,10,10,10
Hirat,10,10,10,10,10,10
Jawzjan,10,10,10,10,10,10
Kabul,10,10,10,10,10,10
Kandahar,10,10,10,10,10,10
Kapisa,10,10,10,10,10,10
Khost,10,10,10,10,10,10
Kunar,10,10,10,10,10,10
Kunduz,10,10,10,10,10,10
Laghman,10,10,10,10,10,10
Logar,10,10,10,10,10,10
Nangarhar,10,10,10,10,10,10
Nimroz,10,10,10,10,10,10
Nuristan,10,10,10,10,10,10
Paktika,10,10,10,10,10,10
Paktya,10,10,10,10,10,10
Panjshir,10,10,10,10,10,10
Parwan,10,10,10,10,10,10
Samangan,10,10,10,10,10,10
Sari Pul,10,10,10,10,10,10
Takhar,10,10,10,10,10,10
Uruzgan,10,10,10,10,10,10
Wardak,10,10,10,10,10,10
Zabul,10,10,10,10,10,10
